gap_id,gap_category,gap_type,coverage_priority,description,kenya_context,who_essential_services,coverage_analysis,clinical_integration,interventions,implementation,detection_method,analysis_type,pdf_page_sources,validation_ready,discovered_at,run_number,unique_id
COVERAGE_CARELEVEL_11,care_level,referral_and_transport_network_gap,HIGH,Weak inter-facility referral systems and limited emergency medical transport (ambulances) leading to delays in time-critical care and poor continuity across levels.,"{'service_delivery_platform': 'All levels (1–6), with referral hubs at Level 4-6', 'population_impact': 'Patients requiring emergency, surgical, obstetric and critical care transfers; remote populations most affected', 'geographic_scope': 'Nationwide; critical gaps in large counties with dispersed populations (Turkana, Garissa, Tana River)', 'current_coverage_level': 'Estimated functional ambulance coverage within recommended timeframes: 20–40% of population'}",Emergency care services (pre-hospital and referral systems),"{'service_availability': 'Limited', 'geographic_accessibility': 'Poor in remote areas', 'financial_accessibility': 'Transport often OOP or through ad hoc mechanisms', 'quality_adequacy': 'Variable (lack of trained EMS personnel, poor communication)'}","Supports emergency obstetric and critical care clinical gaps but differs by addressing systems of transport, triage, and referral coordination.","{'immediate_coverage_expansion': ['Establish hub-and-spoke emergency referral protocols and communication lines (phone/telemedicine) between levels', 'Invest in parish-level rapid-response transport options (motorbikes, community ambulances) in remote wards', 'Equip ambulance services with basic life support and trained EMTs'], 'service_integration_opportunities': ['Link referral coordination with NHIF/SHIF transport reimbursement models', 'Integrate CHVs in pre-referral stabilization and communication'], 'infrastructure_requirements': ['Dedicated ambulances, communication platforms, referral forms and a central dispatch for counties']}","{'county_integration': 'Counties to map referral corridors, set dispatch points and establish SLAs with ambulance providers; strengthen referral feedback loops.', 'funding_mechanisms': 'PHC Fund for community transport solutions; SHIF to reimburse emergency transfers where applicable; county budgets for ambulance procurement; emergency fund for critical transfers.', 'timeline_realistic': '6–24 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T19:50:34.668959,2,GAP_018
COVERAGE_CARELEVEL_12,care_level,primary_healthcare_service_scope,HIGH,"Narrow functional scope of PHC (Levels 2–3) in terms of preventive, diagnostic and basic curative services leading to bypassing to higher-level facilities and increased out-of-pocket spending.","{'service_delivery_platform': 'Level 2-3 facilities and community units', 'population_impact': 'Rural and peri-urban users of public PHC facilities, low-income groups', 'geographic_scope': 'Nationwide, particularly counties with weak PHC investments', 'current_coverage_level': 'Estimated functional PHC service completeness: 35–55%'}",Curative and preventive primary care services coverage,"{'service_availability': 'Limited scope', 'geographic_accessibility': 'Accessible spatially but limited by service scope', 'financial_accessibility': 'Often affordable at point of care but leads to referrals and OOP', 'quality_adequacy': 'Suboptimal (protocols and commodities inconsistent)'}",Complements multiple clinical gaps by strengthening the first-contact services rather than specialty care.,"{'immediate_coverage_expansion': ['Define and resource a county PHC package with essential diagnostics and medicines', 'Scale nurse-led integrated management of adult illnesses and child illnesses at Level 2-3', 'Improve supply chain and essential medicines availability at PHC'], 'service_integration_opportunities': ['Integrate vertical programs (HIV, TB, MCH, NCD) into a single delivered PHC platform', 'Leverage CHVs for continuity of care and adherence support'], 'infrastructure_requirements': ['Upgraded PHC consultation spaces, basic lab/POCT, consistent drug supply']}","{'county_integration': 'County PHC strategies to operationalize package, revise facility staffing norms, and map PHC catchments.', 'funding_mechanisms': 'PHC Fund to finance scope expansion; SHIF alignment to reimburse PHC package services and incentivize gatekeeping.', 'timeline_realistic': '12–36 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T19:50:34.682038,2,GAP_019
COVERAGE_GEOGRAPHIC_13,geographic_access,rural_arid_area_service_gap,HIGH,"Persistent geographic inequities with very limited service availability in ASAL (arid and semi-arid lands) counties caused by sparse facilities, human resource shortages and insecurity.","{'service_delivery_platform': 'Community outreach, Level 2 clinics; Level 4 hospitals located far from communities', 'population_impact': 'Pastoralist and nomadic communities in northern and north-eastern counties', 'geographic_scope': 'Marsabit, Turkana, Mandera, Wajir, Samburu, Isiolo', 'current_coverage_level': 'Estimated comprehensive essential service coverage in affected wards: 10–30%'}","All categories: preventive, curative, rehabilitative and palliative services","{'service_availability': 'Severely limited', 'geographic_accessibility': 'Poor (long travel distances and insecurity)', 'financial_accessibility': 'High indirect costs', 'quality_adequacy': 'Suboptimal due to staffing and supply constraints'}",Augments clinical priority gaps by highlighting geographic accessibility and system resilience rather than disease-specific clinical shortcomings.,"{'immediate_coverage_expansion': ['Scale mobile clinics and seasonal outreach aligned to pastoralist movement patterns', 'Community-based CHV service packages with strengthened supervision', 'Innovative transport solutions (watercraft, beasts of burden where appropriate) and telemedicine'], 'service_integration_opportunities': ['Coordinate health outreach with veterinary/animal health and WASH programs for multisectoral coverage', 'Integrate immunization, nutrition, and reproductive health outreach'], 'infrastructure_requirements': ['Mobile clinic fleets, solar power, satellite connectivity for telehealth', 'Security and contingency planning for outreach teams']}","{'county_integration': 'ASAL county plans to prioritize outreach budgets and community engagement with clan elders; establish cross-border service compacts where pastoralists cross borders.', 'funding_mechanisms': 'PHC Fund for outreach; SHIF to recognize mobile outreach as reimbursable when accredited; humanitarian/donor blending for insecurity-affected areas.', 'timeline_realistic': '6–36 months'}",ai_coverage_analysis,comprehensive_coverage,"['Pages 1-18 (Policy Structure)', 'Pages 19-54 (Annex Procedures)']",True,2025-08-27T19:50:34.699252,2,GAP_020
COVERAGE_GEOGRAPHIC_14,geographic_access,urban_informal_settlement_gap,HIGH,"Overcongested urban PHC and slum healthcare ecosystems with poor quality, inadequate hours, and weak integration with referral systems leading to delayed care and catastrophic OOP spending.","{'service_delivery_platform': 'Level 2-3 clinics, many private informal providers, community units in slums', 'population_impact': 'Residents of informal settlements (Kibera, Mathare, Mukuru, Kawangware, some Mombasa settlements)', 'geographic_scope': 'Nairobi, Mombasa, Kisumu and other urban metros', 'current_coverage_level': 'Functional, quality-assured public primary care coverage in informal settlements: 20–40%'}",Curative and preventive PHC services and health promotion,"{'service_availability': 'Available but fragmented and often of variable quality', 'geographic_accessibility': 'Physically accessible but constrained by hours and capacity', 'financial_accessibility': 'High OOP due to private providers and user fees', 'quality_adequacy': 'Suboptimal (unregulated private providers, weak referrals)'}",Complements child health and NCD clinical gaps by addressing service delivery bottlenecks in dense urban populations rather than clinical protocols.,"{'immediate_coverage_expansion': ['Accredit and contract quality-assured private clinics to provide PHC services under SHIF', 'Extend clinic hours and strengthen referral links to county hospitals', 'Scale community health insurance enrolment and SHIF outreach'], 'service_integration_opportunities': ['Integrate WASH, nutrition and mental health screening in urban PHC packages', 'Partner with local NGOs for community mobilization'], 'infrastructure_requirements': ['Increased public clinic capacity, digital appointment/triage platforms, satellite CHU offices']}","{'county_integration': 'Counties to create urban health strategies that include informal settlement mapping and provider contracting.', 'funding_mechanisms': 'SHIF contracting of private providers for PHC services; PHC Fund to support extension of public facility hours and CHV stipends.', 'timeline_realistic': '6–24 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T19:50:34.714818,2,GAP_021
COVERAGE_GEOGRAPHIC_15,geographic_access,cross_border_and_refugee_population_gap,MEDIUM,Inconsistent service continuity and limited SHIF-recognition for refugees and cross-border populations leading to inequitable access and missed public health surveillance opportunities.,"{'service_delivery_platform': 'County health facilities in border counties, refugee camp clinics (national and UN-managed)', 'population_impact': 'Refugees, migrants, cross-border pastoralists (counties: Dadaab area, Kakuma, Turkana, Busia, Kisumu border regions)', 'geographic_scope': 'Border counties and refugee-hosting counties (Garissa, Turkana, West Pokot, Trans Nzoia, Busia)', 'current_coverage_level': 'Variable; formal access to national SHIF-covered services for refugees limited (<30% integration)'}",Curative and preventive services for displaced and mobile populations,"{'service_availability': 'Patchy (separate humanitarian systems exist)', 'geographic_accessibility': 'Variable', 'financial_accessibility': 'Often subsidized by humanitarian partners but not integrated into SHIF', 'quality_adequacy': 'Variable; limited surveillance integration'}",Differs from clinical disease gaps by addressing inclusion and financing for population groups with special status rather than pure clinical service design.,"{'immediate_coverage_expansion': ['Policy alignment to allow SHIF-accredited services for registered refugees in county facilities', 'Strengthen outreach immunization and surveillance in border towns', 'Harmonize referral pathways between humanitarian clinics and county hospitals'], 'service_integration_opportunities': ['Integrate refugee camp health data into national HMIS for early detection and response', 'Joint planning between county and UN/humanitarian health actors'], 'infrastructure_requirements': ['Cross-border referral protocols, data-sharing agreements, transport arrangements']}","{'county_integration': 'Counties with refugee populations to sign MOUs with national refugee agencies; joint service planning.', 'funding_mechanisms': 'Blended financing: humanitarian donors for immediate needs, SHIF for accredited services, PHC Fund for outreach integration.', 'timeline_realistic': '6–18 months'}",ai_coverage_analysis,comprehensive_coverage,"['Pages 1-18 (Policy Structure)', 'Pages 19-54 (Annex Procedures)']",True,2025-08-27T19:50:34.733750,2,GAP_022
COVERAGE_SERVICE_16,service_category,essential_medicines_and_supply_chain_gap,HIGH,"Frequent stock-outs of essential medicines at primary and county levels due to fragmented procurement, distribution bottlenecks and limited buffer stocks.","{'service_delivery_platform': 'All public health facility levels, county procurement systems', 'population_impact': 'All service users, with the poorest affected most by OOP purchasing', 'geographic_scope': 'Nationwide with acute shortages in remote counties and during supply shocks', 'current_coverage_level': 'Availability of tracer essential medicines at PHC: estimated 50–70% (variable)'}",Curative services (essential medicines provision),"{'service_availability': 'Limited (stock-outs common)', 'geographic_accessibility': 'Poor when storerooms are empty', 'financial_accessibility': 'Expensive when patients buy from private pharmacies', 'quality_adequacy': 'Suboptimal due to expired/poor storage at times'}",Supports all clinical programs by ensuring treatment availability; differs by focusing on systems (procurement/distribution) rather than specific clinical protocols.,"{'immediate_coverage_expansion': ['Implement county-level buffer stocks for essential medicines and real-time stock monitoring', 'Standardize essential medicine lists aligned to SHIF benefits package', 'Use pooled procurement and framework contracts to stabilize supply'], 'service_integration_opportunities': ['Align commodity ordering across vertical programs to reduce duplication', 'Link CHV reporting on stock-outs to county logistics teams'], 'infrastructure_requirements': ['Warehousing capacity, cold chain for temperature-sensitive medicines, transport logistics']}","{'county_integration': 'Counties to adopt logistics management information systems and set procurement KPIs; integrate with national KEMSA/GOK supply arrangements.', 'funding_mechanisms': 'County budgets for procurement; PHC Fund for buffer stocks; SHIF to reimburse for accredited drug provisioning within facilities.', 'timeline_realistic': '6–18 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T19:50:34.746210,2,GAP_023
COVERAGE_SERVICE_17,service_category,workforce_distribution_and_skill_mix_gap,HIGH,"Maldistribution and shortages of health workforce cadres at PHC and county levels (nurses, clinical officers, laboratory technicians), with weak incentives for rural deployment and retention.","{'service_delivery_platform': 'All facility levels; county HRH management systems', 'population_impact': 'Rural populations and underserved facilities experience gaps in clinical coverage and continuity of care', 'geographic_scope': 'Rural counties, ASAL regions, remote wards nationwide', 'current_coverage_level': 'Estimated staffing shortfalls in priority cadres: 30–50% of sanctioned posts in many counties'}",Curative services (workforce capacity),"{'service_availability': 'Limited due to lack of personnel', 'geographic_accessibility': 'Poor where staff absent', 'financial_accessibility': 'N/A (service availability constrained)', 'quality_adequacy': 'Variable depending on staff skills and supervision'}",Enables clinical services across priorities; different focus on structural HRH solutions rather than disease-specific clinical interventions.,"{'immediate_coverage_expansion': ['Incentive packages for rural postings (housing, hardship allowances, CPD opportunities)', 'Scale up training and deployment of mid-level and community health cadres', 'Implement bonded-scholarship and rural recruitment schemes'], 'service_integration_opportunities': ['Integrate HRH planning across county and national programs to optimize task-sharing', 'Use telemedicine to support isolated staff'], 'infrastructure_requirements': ['Staff housing, continuing professional development infrastructure, supervision vehicles']}","{'county_integration': 'Counties to implement HRH retention packages and update staffing norms; coordinate with national HRH programs.', 'funding_mechanisms': 'County payroll budgets augmented by PHC Fund for incentives; SHIF use of performance-based top-ups for priority rural facilities.', 'timeline_realistic': '6–36 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T19:50:34.763493,2,GAP_024
COVERAGE_SERVICE_18,service_category,health_information_and_coverage_monitoring_gap,MEDIUM,"Fragmented HIS and incomplete routine data capture for service coverage metrics (lack of SHIF-specific service utilization and tariff data), impairing planning and performance-based financing.","{'service_delivery_platform': 'All facility levels; county health information units', 'population_impact': 'National policy-makers, counties, purchasers (SHIF) and facility managers', 'geographic_scope': 'Nationwide; some counties with better digital adoption', 'current_coverage_level': 'Estimated completeness and timeliness of essential service reporting: 60–80% (varies)'}",Health systems strengthening (information systems for UHC monitoring),"{'service_availability': 'N/A', 'geographic_accessibility': 'N/A', 'financial_accessibility': 'N/A', 'quality_adequacy': 'Suboptimal for coverage measurement, lacks SHIF-aligned tariffs'}",Enables measurement and accountability for clinical and non-clinical gaps; differs by focusing on data systems rather than clinical services.,"{'immediate_coverage_expansion': ['Define SHIF core coverage indicators and integrate into DHIS2 with facility reporting templates', 'Capture service tariffs and unit-costs in SHIF contracting database', 'Train facility staff on reporting completeness and quality'], 'service_integration_opportunities': ['Link HMIS with logistics, HRH and financial databases for integrated performance dashboards', 'Use routine data to trigger performance-based payments'], 'infrastructure_requirements': ['Connectivity, tablets/computers for reporting, interoperable databases']}","{'county_integration': 'Counties to align HMIS reporting with SHIF requirements; include data quality KPIs in county performance agreements.', 'funding_mechanisms': 'PHC Fund for HMIS hardware and training; SHIF to leverage data for purchasing decisions and provider contracting.', 'timeline_realistic': '6–18 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 19-54 (Annex Procedures)'],True,2025-08-27T19:50:34.785348,2,GAP_025
COVERAGE_SERVICE_19,service_category,financial_protection_outpatient_chronic_care,HIGH,"Inadequate SHIF and county financing coverage for routine outpatient management of chronic conditions (medicines, follow-up visits), resulting in OOP costs and poor adherence.","{'service_delivery_platform': 'Level 2-4 chronic care clinics, community follow-up by CHVs', 'population_impact': 'People living with NCDs (hypertension, diabetes) and chronic conditions requiring frequent outpatient visits', 'geographic_scope': 'Nationwide; disproportionate burden among low-income urban and rural populations', 'current_coverage_level': 'Estimated proportion of chronic patients with financial protection for routine outpatient care: 20–40%'}",Curative services (continuity of care and financial protection for chronic disease management),"{'service_availability': 'Available but financial barriers limit utilization', 'geographic_accessibility': 'Variable', 'financial_accessibility': 'Limited - high OOP for medicines and repeated visits', 'quality_adequacy': 'Suboptimal due to interrupted supplies and follow-up'}",Complements NCD and chronic clinical care by addressing financing and continuity rather than clinical protocols or tertiary treatment.,"{'immediate_coverage_expansion': ['Define and include a basic outpatient chronic care benefit package within SHIF with capped co-payments or no co-pay for essential medicines', 'Implement multi-month dispensing of chronic medicines at PHC', 'Use community delivery models for adherence support'], 'service_integration_opportunities': ['Link SHIF reimbursement to PHC performance and continuity indicators', 'Integrate NCD care with mental health and rehabilitation where relevant'], 'infrastructure_requirements': ['Stock management for chronic medicines, digital appointment and refill systems']}","{'county_integration': 'Counties to operationalize multi-month dispensing policies and include chronic care packages in facility budgets.', 'funding_mechanisms': 'SHIF to cover routine outpatient chronic care packages; PHC Fund to support CHV-based adherence programs and commodity procurement.', 'timeline_realistic': '6–24 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T19:50:34.804192,2,GAP_026
COVERAGE_SERVICE_20,service_category,private_sector_integration_gap,MEDIUM,"Insufficient accreditation, contracting and quality assurance mechanisms for the large private and faith-based provider network, limiting SHIF's ability to expand equitable access through purchasing.","{'service_delivery_platform': 'Private clinics, FBO facilities, pharmacies and diagnostic centres across Levels 2–5', 'population_impact': 'Users who rely on private care (often urban and peri-urban poor), gap in regulated affordable options', 'geographic_scope': 'Nationwide; heavy presence in urban and peri-urban areas', 'current_coverage_level': 'Proportion of private providers accredited and contracted with SHIF: <40%'}","All categories as delivered by private providers (curative, preventive, diagnostics)","{'service_availability': 'Available but not integrated into purchaser networks', 'geographic_accessibility': 'Good in urban areas but quality varies', 'financial_accessibility': 'High OOP in unregulated private sector', 'quality_adequacy': 'Variable; limited oversight'}",Enables system-wide coverage expansion and reduces pressure on public facilities; differs from clinical gaps by focusing on purchasing and regulation.,"{'immediate_coverage_expansion': ['Accelerate private provider accreditation and SHIF contracting with standardized tariffs', 'Develop bundled payment models for common PHC and diagnostic services', 'Quality improvement and supervision programmes for contracted private providers'], 'service_integration_opportunities': ['Use private sector to expand diagnostic and PHC access in urban slums and peri-urban areas', 'Coordinate referrals between private and public sectors'], 'infrastructure_requirements': ['IT connectivity for claims submission, provider directories, contractual frameworks']}","{'county_integration': 'Counties to maintain provider registries and support accreditation processes; implement local contracting where appropriate.', 'funding_mechanisms': 'SHIF as primary purchaser; PHC Fund to co-fund outreach; performance-based payments and quality-linked incentives.', 'timeline_realistic': '6–24 months'}",ai_coverage_analysis,comprehensive_coverage,"['Pages 1-18 (Policy Structure)', 'Pages 19-54 (Annex Procedures)']",True,2025-08-27T19:50:34.826349,2,GAP_027
COVERAGE_SERVICE_21,service_category,ambulatory_and_home_based_care_gap,MEDIUM,Limited ambulatory/home-based care models for chronic and palliative patients leading to unnecessary admissions and high service costs.,"{'service_delivery_platform': 'Community units, CHVs, Level 2-3 clinics, county domiciliary teams', 'population_impact': 'Chronic patients, palliative care patients, older adults with limited mobility', 'geographic_scope': 'Urban and rural areas with variable availability', 'current_coverage_level': 'Access to structured home-based care services: <20%'}",Rehabilitative and palliative services (home-based care),"{'service_availability': 'Limited', 'geographic_accessibility': 'Variable', 'financial_accessibility': 'Often OOP or NGO-funded', 'quality_adequacy': 'Suboptimal without formal training or supplies'}",Reduces burden on hospitals from chronic and end-of-life care; differs from clinical gaps by focusing on location of care and continuity.,"{'immediate_coverage_expansion': ['Pilot and scale CHV-supported domiciliary care packages for chronic/palliative patients', 'Introduce SHIF reimbursement codes for home visits and telehealth follow-up', 'Training for caregivers and CHVs in basic clinical monitoring'], 'service_integration_opportunities': ['Link home-based care to facility-based chronic disease clinics and palliative services', 'Coordinate with social protection for caregiver stipends'], 'infrastructure_requirements': ['Basic kits for home care, mobile phones for tele-support, transport allowances for CHVs']}","{'county_integration': 'Counties to pilot domiciliary packages in selected wards and incorporate into county PHC strategies.', 'funding_mechanisms': 'PHC Fund for community services; SHIF to reimburse accredited home-based care services; county social protection co-financing.', 'timeline_realistic': '6–18 months'}",ai_coverage_analysis,comprehensive_coverage,"['Pages 1-18 (Policy Structure)', 'Pages 19-54 (Annex Procedures)']",True,2025-08-27T19:50:34.841508,2,GAP_028
COVERAGE_SERVICE_22,service_category,quality_assurance_and_clinical_guidelines_gap,MEDIUM,Inconsistent adoption of standard clinical guidelines and QA processes at county and facility levels leading to variable quality of care and avoidable complications.,"{'service_delivery_platform': 'All facility levels, county QA units, regulatory bodies', 'population_impact': 'All patients interacting with public and contracted private facilities', 'geographic_scope': 'Nationwide; some counties with stronger QA systems', 'current_coverage_level': 'Proportion of facilities implementing clinical guidelines and QA cycles: 40–60%'}",Quality assurance for curative and preventive services,"{'service_availability': 'Available but not uniformly implemented', 'geographic_accessibility': 'N/A', 'financial_accessibility': 'N/A', 'quality_adequacy': 'Suboptimal in many facilities'}","Supports improved outcomes across clinical priorities but is distinct by addressing systems, governance and provider behaviour.","{'immediate_coverage_expansion': ['Roll out standardised county QA packages, clinical checklists and morbidity/mortality review processes', 'Link QA performance to SHIF contracting and reimbursements', 'Provide regular mentorship and supportive supervision'], 'service_integration_opportunities': ['Use existing disease programs (HIV, TB, MCH) QA frameworks to mainstream standards', 'Facility-level QI collaboratives across counties'], 'infrastructure_requirements': ['Training resources, QA tools, data dashboards and feedback loops']}","{'county_integration': 'Counties operationalise QA cycles and embed into performance assessments; create peer review networks.', 'funding_mechanisms': 'PHC Fund for training and supervision; SHIF to condition part of payments on quality metrics.', 'timeline_realistic': '6–24 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T19:50:34.862033,2,GAP_029
COVERAGE_SERVICE_23,service_category,diagnostic_imaging_access_gap,MEDIUM,"Advanced imaging (CT, MRI, specialized ultrasounds) and structured X-ray services are concentrated at tertiary centres with limited access or high costs for county populations; primary level imaging (basic X-ray) also insufficient in many counties.","{'service_delivery_platform': 'Level 4-6 imaging hubs; Level 2-3 limited X-ray availability', 'population_impact': 'Patients with trauma, surgical, oncology, and chronic conditions requiring imaging, particularly in rural counties', 'geographic_scope': 'Major urban centres have capacity; many counties lack functional basic imaging', 'current_coverage_level': 'Functional basic imaging at county level: 40–60%; advanced imaging accessible <20% without referral'}",Curative services (medical imaging and investigations),"{'service_availability': 'Limited for both basic and advanced imaging', 'geographic_accessibility': 'Poor in rural counties', 'financial_accessibility': 'Expensive when accessing private tertiary centres', 'quality_adequacy': 'Variable due to lack of trained radiographers and maintenance'}","Supports surgical, emergency and specialist care but focuses on access and affordability of imaging services rather than clinical procedures themselves.","{'immediate_coverage_expansion': ['Equip priority Level 4 hospitals with digital X-ray and basic ultrasound and train operators', 'Establish referral imaging networks with subsidised access for SHIF-enrolled patients', 'Implement maintenance and QA contracts for imaging equipment'], 'service_integration_opportunities': ['Integrate imaging referrals into tele-radiology reading services from Level 5-6 hospitals', 'Bundle imaging with surgical and trauma pathways (e.g., trauma hubs)'], 'infrastructure_requirements': ['Imaging equipment, PACS/tele-radiology links, trained technicians']}","{'county_integration': 'Counties to prioritize imaging investments in Level 4 hospitals; create referral and subsidisation policies for advanced imaging.', 'funding_mechanisms': 'PHC Fund for basic imaging at Level 4; SHIF to reimburse advanced imaging at accredited centres; public-private partnerships for equipment financing.', 'timeline_realistic': '12–36 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T19:50:34.892802,2,GAP_030
COVERAGE_SERVICE_24,service_category,tariff_and_cost_transparency_gap,MEDIUM,"Absence of consistent published tariffs and transparent costing for SHIF-covered services (policy data shows zero tariffs entries), undermining purchaser-provider contracting, price setting and patient financial predictability.","{'service_delivery_platform': 'National SHIF purchasing, county providers, private providers', 'population_impact': 'SHIF beneficiaries, uninsured patients negotiating prices, counties setting provider payment rates', 'geographic_scope': 'Nationwide', 'current_coverage_level': 'Tariff transparency and alignment largely absent in SHIF policy dataset (0 tariffs recorded)'}",Health systems strengthening (purchasing and financial protection),"{'service_availability': 'N/A', 'geographic_accessibility': 'N/A', 'financial_accessibility': 'Reduced by unpredictable charges', 'quality_adequacy': 'N/A'}",Enables scale-up of many clinical services by providing clear price signals and incentives; differs by focusing on governance and purchasing levers.,"{'immediate_coverage_expansion': ['Conduct costing studies for the SHIF service package (PHC, surgical, diagnostics) and publish standard tariffs', 'Establish provider payment schedules and transparent reimbursement processes', 'Develop simple patient-facing benefit entitlements and co-payment rules'], 'service_integration_opportunities': ['Align tariffs with national essential medicines lists and diagnostics pricing', 'Use tariff data to inform county budgeting and provider contracting'], 'infrastructure_requirements': ['Costing expertise, data analytics capacity, digital claims systems']}","{'county_integration': 'Counties to adopt standard tariffs in county contracting and ensure public communication on entitlements.', 'funding_mechanisms': 'National SHIF budget to fund costing exercises; PHC Fund to pilot tariff linked payments at facility level.', 'timeline_realistic': '6–12 months for costing and publication; phased adoption 12–36 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 19-54 (Annex Procedures)'],True,2025-08-27T19:50:34.923001,2,GAP_031
COVERAGE_SERVICE_25,service_category,community_health_programme_financing_and_supervision_gap,HIGH,"CHV programme underfunded and inconsistently supervised, limiting community-level prevention, referrals, defaulter tracing and linkages to PHC services.","{'service_delivery_platform': 'Level 1 community units and CHV networks; overseen by CHUs and facility supervisors', 'population_impact': 'Entire population served by community units, especially rural and informal settlements', 'geographic_scope': 'Nationwide with variable functionality across counties', 'current_coverage_level': 'Functional, compensated CHV coverage estimated 40–60% of community units with consistent supervision and supplies'}",Preventive and promotive services at community level,"{'service_availability': 'Available but under-resourced', 'geographic_accessibility': 'Generally good, but capacity low', 'financial_accessibility': 'Services free but CHV expenses create informal costs', 'quality_adequacy': 'Variable due to limited supervision and supplies'}","Acts as the bridge for many clinical programs (immunization, NCD screening, maternal health) but differs by focusing on community-level human resources and financing.","{'immediate_coverage_expansion': ['Establish predictable CHV stipend and supervision model funded by counties and PHC Fund', 'Standardize CHV scope of work to include tracing, referrals and basic health promotion', 'Equip CHVs with job aids, mobile reporting tools and commodity kits'], 'service_integration_opportunities': ['Use CHVs for defaulter tracing in immunization, TB, HIV and NCD programs', 'Integrate CHV incentives with SHIF performance metrics at facility level'], 'infrastructure_requirements': ['CHV training centres, mobile phones/tablets, supervision transport']}","{'county_integration': 'Counties to formalize CHV cadres within county HR and financing structures with clear supervision lines.', 'funding_mechanisms': 'PHC Fund for recurrent CHV stipends and supplies; SHIF performance top-ups tied to community outcome indicators.', 'timeline_realistic': '6–18 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T19:50:34.939800,2,GAP_032
