gap_id,gap_category,gap_type,coverage_priority,description,kenya_context,who_essential_services,coverage_analysis,clinical_integration,interventions,implementation,detection_method,analysis_type,pdf_page_sources,validation_ready,discovered_at,run_number,unique_id
COVERAGE_SERVICE_11,service_category,Palliative care and pain management gap,MEDIUM,"Limited access to palliative and end-of-life care across levels including inadequate opioid availability, trained workforce and psychosocial support services.","{'service_delivery_platform': 'Level 2-6 (with most palliative services at higher levels and NGOs)', 'population_impact': 'Patients with advanced NCDs, cancers, HIV, terminal illnesses and their families', 'geographic_scope': 'Nationwide; more services in urban centres', 'current_coverage_level': 'Estimated 20%'}",Palliative care,"{'service_availability': 'Limited', 'geographic_accessibility': 'Poor outside urban centres', 'financial_accessibility': 'Variable; many rely on NGO charity models', 'quality_adequacy': 'Suboptimal (policy and supply barriers for controlled medicines)'}",Complements cancer and chronic disease gaps by ensuring symptom relief and quality of life rather than curative treatment.,"{'immediate_coverage_expansion': ['Train primary care providers in basic palliative care and pain management', 'Simplify opioid prescribing regulations and ensure supply chain for morphine'], 'service_integration_opportunities': ['Integrate palliative care into HIV, oncology and NCD services', 'Use CHVs for psychosocial support and home-based palliative visits'], 'infrastructure_requirements': ['Pain medication procurement, refrigerated storage where required, private counselling spaces']}","{'county_integration': 'Counties develop palliative care plans, register morphine suppliers and include palliative training in CME.', 'funding_mechanisms': 'SHIF to reimburse palliative consultations; PHC Fund for community palliative outreach; county budgets.', 'timeline_realistic': '12-36 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T22:02:49.940914,20,GAP_049
COVERAGE_SERVICE_12,service_category,Essential medicines availability and supply chain gap,HIGH,"Frequent stock-outs of essential medicines (antibiotics, maternal medicines, NCD drugs) due to weak forecasting, procurement and county distribution systems, causing OOP purchases.","{'service_delivery_platform': 'All facility levels; affects Level 2–4 most', 'population_impact': 'General population, pregnant women, chronic disease patients in public facilities', 'geographic_scope': 'Nationwide with worse performance in remote counties', 'current_coverage_level': 'Estimated 50% (reliable supply coverage)'}",Access to essential medicines,"{'service_availability': 'Limited (intermittent)', 'geographic_accessibility': 'Variable', 'financial_accessibility': 'Limited when patients must purchase privately', 'quality_adequacy': 'Variable due to expiration and storage issues'}","Cross-cuts many clinical gaps (e.g., pneumonia, maternal care) but is a systems/commodity issue rather than disease-specific care.","{'immediate_coverage_expansion': ['Standardize essential medicines lists with SHIF-covered items and enforce buffer stocks', 'Implement pooled procurement and strengthened forecasting at county level'], 'service_integration_opportunities': ['Harmonize supplies across programs (HIV, TB, maternal health) to leverage volumes', 'Use private sector distribution under SLAs for remote areas'], 'infrastructure_requirements': ['Improved warehousing, inventory management systems (eLMIS), cold chain for necessary items']}","{'county_integration': 'Counties enforce forecasting and ordering schedules; include SCM indicators in performance contracts.', 'funding_mechanisms': 'PHC Fund for buffer stocks; SHIF reimbursements aligned to medicines lists; county procurement budgets.', 'timeline_realistic': '12-24 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T22:02:49.994572,20,GAP_050
COVERAGE_CARELEVEL_13,care_level,Human resources distribution and task-shifting gap,HIGH,Maldistribution of skilled health workers with surpluses in urban tertiary centres and shortages in primary care and remote counties; limited formal task-shifting frameworks to optimise mid-level cadres.,"{'service_delivery_platform': 'All levels but critical at Level 2-3 and remote Level 4s', 'population_impact': 'Rural and underserved populations, county referral hospitals struggling to staff key services', 'geographic_scope': 'National maldistribution; pronounced in ASAL and remote counties', 'current_coverage_level': 'Estimated 40% (adequate staffing coverage)'}",Health workforce availability and equitable distribution,"{'service_availability': 'Limited in underserved areas', 'geographic_accessibility': 'Variable', 'financial_accessibility': 'N/A (system constraint)', 'quality_adequacy': 'Varies with staff skill-mix'}",Supports clinical gaps by enabling service delivery; differs by addressing workforce systems rather than single-disease services.,"{'immediate_coverage_expansion': ['Implement targeted incentive and bonding schemes for deployment to underserved counties', 'Scale task-sharing policies for non-physician clinicians in surgery, anaesthesia, obstetric care and NCD management'], 'service_integration_opportunities': ['Cross-train staff across maternal/newborn, NCD and emergency care to improve flexibility', 'Use tele-supervision from referral hospitals'], 'infrastructure_requirements': ['Housing for staff, continuous professional development platforms, telemedicine equipment']}","{'county_integration': 'Counties offer clear incentive packages and career pathways; HR plans aligned with county budgets and SHIF contracting requirements.', 'funding_mechanisms': 'County payrolls for salaries; PHC Fund for incentive top-ups and CPD; SHIF to require accredited staffing ratios for reimbursement.', 'timeline_realistic': '12-48 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T22:02:50.068640,20,GAP_051
COVERAGE_SERVICE_14,service_category,Quality assurance and clinical governance gap,HIGH,"Weak clinical governance, limited routine quality improvement, inconsistent adherence to clinical guidelines and limited patient safety systems across counties.","{'service_delivery_platform': 'All facility levels', 'population_impact': 'All service users, with greater harm risk in maternity, surgery, paediatrics and emergency care', 'geographic_scope': 'Nationwide', 'current_coverage_level': 'Estimated 30% adherence to national QA standards'}",Quality and safety across essential services,"{'service_availability': 'N/A', 'geographic_accessibility': 'N/A', 'financial_accessibility': 'N/A', 'quality_adequacy': 'Poor'}",Cross-cutting; improves outcomes across clinical priority areas by strengthening systems rather than new clinical services.,"{'immediate_coverage_expansion': ['Implement standardized clinical guidelines, morbidity/mortality reviews and QA indicators at facility level', 'Introduce supportive supervision and mentorship programs'], 'service_integration_opportunities': ['Embed QA in SHIF contracting and reimbursements (pay-for-quality incentives)', 'Leverage professional associations for guideline dissemination'], 'infrastructure_requirements': ['Data dashboards, audit tools, training for quality improvement teams']}","{'county_integration': 'Counties adopt national QA frameworks and link facilities to mentorship hubs; include QA targets in county performance contracts.', 'funding_mechanisms': 'PHC Fund for training and mentorship; SHIF to incorporate quality-linked payments; county budgets.', 'timeline_realistic': '12-36 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T22:02:50.126727,20,GAP_052
COVERAGE_SERVICE_15,service_category,Health information systems and interoperability gap,MEDIUM,"Fragmented HMIS and e-referral systems with poor interoperability between county, national and SHIF claims systems, limiting timely data for coverage monitoring and referral coordination.","{'service_delivery_platform': 'All levels, with interoperability needed between facility, county and national systems', 'population_impact': 'Entire population indirect effect; program managers and clinicians directly affected', 'geographic_scope': 'Nationwide', 'current_coverage_level': 'Estimated 40% functional interoperability'}",Health information and monitoring systems,"{'service_availability': 'Available but fragmented', 'geographic_accessibility': 'Variable', 'financial_accessibility': 'N/A', 'quality_adequacy': 'Suboptimal (delayed and incomplete data)'}","Enables better tracking and measurement of clinical gaps (e.g., oncology, EmONC) rather than being a clinical service itself.","{'immediate_coverage_expansion': ['Standardize minimum dataset for SHIF claims and integrate with DHIS2 and e-referral platforms', 'Provide connectivity and training to facilities for real-time reporting'], 'service_integration_opportunities': ['Use digital platforms to trigger supply procurement and referral alerts', 'Link lab and imaging results to patient records'], 'infrastructure_requirements': ['Connectivity, devices, data security frameworks, interoperability middleware']}","{'county_integration': 'Counties adopt interoperable solutions and align their HMIS with national standards; include IT maintenance in budgets.', 'funding_mechanisms': 'PHC Fund for facility connectivity; SHIF to require digital claims submission; county ICT budgets.', 'timeline_realistic': '12-24 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T22:02:50.211781,20,GAP_053
COVERAGE_GEOGRAPHIC_16,geographic_access,Cross-border and refugee population service coverage gap,MEDIUM,"Cross-border populations, refugees and IDPs experience fragmented access due to unclear entitlements, language barriers and limited targeted services in border counties.","{'service_delivery_platform': 'Level 1-4 in border counties and refugee camps (with NGO partners)', 'population_impact': 'Refugees, migrants, border communities in counties like Turkana, Garissa, Dadaab, Kakuma', 'geographic_scope': 'Border counties and refugee-hosting sub-counties', 'current_coverage_level': 'Estimated 30%'}","Essential services for vulnerable/migrant populations (preventive, curative)","{'service_availability': 'Limited and donor/NGO-dependent', 'geographic_accessibility': 'Variable', 'financial_accessibility': 'Often subsidized by partners but not guaranteed', 'quality_adequacy': 'Variable'}",Augments rural/remote gaps by focusing on mobility and entitlement issues rather than clinical capacity alone.,"{'immediate_coverage_expansion': ['Clarify entitlements and SHIF eligibility for refugees/migrants; provide language-appropriate IEC', 'Coordinate service delivery with UNHCR and NGOs for continuity'], 'service_integration_opportunities': ['Integrate vaccination, maternal and child health, and communicable disease screening in border health posts', 'Cross-border data-sharing agreements'], 'infrastructure_requirements': ['Mobile clinics at border crossing points, reception health posts, cultural mediators']}","{'county_integration': 'Border counties establish coordination committees with national agencies and partners; map services for refugees.', 'funding_mechanisms': 'SHIF/PHC Fund dialogue for eligibility; donor support for transitional costs; county co-funding.', 'timeline_realistic': '6-24 months'}",ai_coverage_analysis,comprehensive_coverage,"['Pages 1-18 (Policy Structure)', 'Pages 19-54 (Annex Procedures)']",True,2025-08-27T22:02:50.278179,20,GAP_054
COVERAGE_SERVICE_17,service_category,Diagnostic imaging access at lower levels gap,MEDIUM,"Advanced imaging (ultrasound, X-ray, basic CT where required) is concentrated at Level 4–6; many Level 2–3 facilities lack essential imaging leading to diagnostic delays and referrals.","{'service_delivery_platform': 'Level 2-3 lacking; Level 4-6 have better availability', 'population_impact': 'Pregnant women needing ultrasound, trauma patients, patients needing basic radiography', 'geographic_scope': 'Nationwide; rural and small urban facilities are underserved', 'current_coverage_level': 'Estimated 40% for essential imaging at primary care level'}",Diagnostic imaging and investigations,"{'service_availability': 'Limited at lower levels', 'geographic_accessibility': 'Limited', 'financial_accessibility': 'Expensive when outsourced', 'quality_adequacy': 'Variable (lack of trained operators)'}","Supports clinical gaps (e.g., pneumonia diagnosis, obstetric scanning) but focuses on making imaging available at lower levels rather than tertiary diagnostics.","{'immediate_coverage_expansion': ['Introduce portable ultrasound and basic X-ray services at selected Level 3 centres', 'Train mid-level staff in basic imaging and tele-radiology interpretation'], 'service_integration_opportunities': ['Shared imaging services across county hubs with scheduled outreach to peripheral facilities', 'Contract private imaging providers under SHIF where public capacity lacks'], 'infrastructure_requirements': ['Imaging equipment, radiation safety measures, maintenance contracts, telemedicine links']}","{'county_integration': 'Counties designate imaging hubs and schedule outreach; procure equipment centrally for economies of scale.', 'funding_mechanisms': 'PHC Fund for equipment and maintenance; SHIF reimbursements for imaging procedures; county procurement.', 'timeline_realistic': '12-36 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T22:02:50.347619,20,GAP_055
COVERAGE_SERVICE_18,service_category,Outpatient primary care package clarity and SHIF coverage gap,HIGH,SHIF documentation shows few explicit outpatient service descriptions and no tariffs; ambiguity in benefit package for routine outpatient consultations and medications leads to inconsistent coverage and patient OOP spending.,"{'service_delivery_platform': 'Level 2-3 outpatient clinics', 'population_impact': 'General population relying on outpatient primary care (children, adults with common illnesses)', 'geographic_scope': 'Nationwide', 'current_coverage_level': 'Estimated 50% effective coverage (availability but unclear entitlements)'}",Curative outpatient primary care services,"{'service_availability': 'Available but benefit unclear', 'geographic_accessibility': 'Accessible in many areas', 'financial_accessibility': 'Limited by unclear reimbursement leading to OOP', 'quality_adequacy': 'Variable'}",Not disease-specific; addresses policy/benefit clarity to enable uptake and reduce financial barriers across many clinical programs.,"{'immediate_coverage_expansion': ['Define and publish standard outpatient benefit package and tariffs for Level 2–3 under SHIF', 'Introduce capitation or bundled payments for primary care to incentivize comprehensiveness'], 'service_integration_opportunities': ['Integrate with PHC Fund-supported preventive services for a single primary care offer', 'Link payments to quality indicators'], 'infrastructure_requirements': ['Claims processing capacity, provider accreditation and contracting mechanisms']}","{'county_integration': 'Counties align facility-level user-fee policies with SHIF benefits; ensure public facilities are not charging for covered services.', 'funding_mechanisms': 'Primary Healthcare Fund to support preventive elements; SHIF to formally cover outpatient consultations and medicines per tariffs.', 'timeline_realistic': '6-12 months for policy; 12-24 months for roll-out'}",ai_coverage_analysis,comprehensive_coverage,['Pages 19-54 (Annex Procedures)'],True,2025-08-27T22:02:50.439207,20,GAP_056
COVERAGE_GEOGRAPHIC_19,geographic_access,Facility distribution and catchment planning gap,MEDIUM,"Lack of systematic catchment area planning leads to uneven facility distribution; some areas have overlapping services while others have none, undermining equitable access.","{'service_delivery_platform': 'All levels; planning function at county health departments', 'population_impact': 'Rural poor, peri-urban migrants, marginalized sub-counties', 'geographic_scope': 'Uneven across counties; more acute in rapidly urbanizing counties', 'current_coverage_level': 'Estimated 50% effective geographic coverage mapping'}",Equitable access through facility planning,"{'service_availability': 'Variable', 'geographic_accessibility': 'Uneven', 'financial_accessibility': 'N/A', 'quality_adequacy': 'Variable depending on facility load'}",Enables better geographic access to services—including those clinical priorities—by optimizing facility placement and resource allocation rather than adding clinical services.,"{'immediate_coverage_expansion': ['Conduct national and county-level geospatial facility mapping and catchment analysis', 'Prioritize facility upgrades or new facilities where travel time >2 hours'], 'service_integration_opportunities': ['Consolidate underutilized facilities and redirect resources to underserved catchments', 'Use mobile units for interim coverage'], 'infrastructure_requirements': ['GIS planning tools, transport/logistics planning, community engagement']}","{'county_integration': 'Counties to adopt mapping outputs into facility development plans and annual budgets; coordinate with national facility master plan.', 'funding_mechanisms': 'County development budgets for infrastructure; PHC Fund for interim mobile services; SHIF to align contracting to mapped facilities.', 'timeline_realistic': '6-18 months for mapping; 24-60 months for infrastructure changes'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T22:02:50.474031,20,GAP_057
COVERAGE_CARELEVEL_20,care_level,Surgical elective backlog and theatre capacity at county hospitals gap,MEDIUM,"County hospitals (Level 4) have limited theatre time, equipment, and perioperative nursing capacity causing long waits for elective surgeries with consequences for morbidity and productivity.","{'service_delivery_platform': 'Level 4 (county hospitals) with referrals to Level 5-6 when needed', 'population_impact': 'Patients needing elective general, orthopaedic, ENT, obstetric surgeries', 'geographic_scope': 'County-level; more pronounced in poorer, rural counties', 'current_coverage_level': 'Estimated 45% capacity utilization with unmet demand'}",Surgical care and anaesthesia services,"{'service_availability': 'Limited theatre availability for electives', 'geographic_accessibility': 'Moderate (travel to county HQ facilities may be required)', 'financial_accessibility': 'Variable; some costs OOP', 'quality_adequacy': 'Suboptimal due to equipment shortfalls and workforce'}",Supports rural access to specialist surgical services but addresses elective backlog and capacity rather than tertiary specialist concentration alone.,"{'immediate_coverage_expansion': ['Optimize theatre scheduling, introduce weekend/evening lists and surgical camps', 'Train and deploy non-physician surgical teams where appropriate'], 'service_integration_opportunities': ['Integrate elective surgery scheduling with outreach specialist visits from Level 5 hospitals', 'Use SHIF contracting for visiting specialist surgeons to county hospitals'], 'infrastructure_requirements': ['Theatre maintenance, anaesthesia machines, sterilisation equipment, post-op beds']}","{'county_integration': 'Counties plan theatre productivity improvements and partner with national referral hospitals for mentoring.', 'funding_mechanisms': 'PHC Fund and county budgets for equipment; SHIF reimbursements for surgical procedures (annex tariffs to clarify).', 'timeline_realistic': '6-24 months'}",ai_coverage_analysis,comprehensive_coverage,['Pages 1-18 (Policy Structure)'],True,2025-08-27T22:02:50.527430,20,GAP_058
